"","sample","interval_score","dispersion","underprediction","overprediction","coverage_deviation","bias","ae_median","rs_cir","base","week","dt_event","Median","LI","LS","LIb","LSb","casos","cov_50","cov_95"
"864",448,0.45,0.25,0,0.2,0.22,0.5,1,"CENTRAL DO DRS II",2022-11-05,11,2022-11-05,1,0,5,0,2,0,1,1
"865",1519,1.22,0.62,0.6,0,0.22,-0.5,3,"CENTRAL DO DRS II",2022-12-10,8,2022-11-19,12,9,31,11,15,15,1,1
"866",1582,4.24,1.24,0,3,-0.18,0.95,7,"CENTRAL DO DRS II",2022-12-10,9,2022-11-26,28,21,55,25,34,21,0,1
"867",1645,16.66,3.26,0,13.4,-0.58,1,27,"CENTRAL DO DRS II",2022-12-10,10,2022-12-03,43,19,105,33,57,16,0,0
"868",1708,24.55,8.15,0,16.4,-0.18,0.95,44,"CENTRAL DO DRS II",2022-12-10,11,2022-12-10,66,19,244,41,100,22,0,1
"869",2779,1.05,0.25,0.8,0,-0.18,-0.95,2,"CENTRAL DO DRS II",2023-01-28,8,2023-01-07,15,14,19,14,16,17,0,1
"870",2842,0.38,0.38,0,0,0.42,0,0,"CENTRAL DO DRS II",2023-01-28,9,2023-01-14,10,8,16,9,12,10,1,1
"871",2905,2.28,0.68,0,1.6,-0.18,0.95,4,"CENTRAL DO DRS II",2023-01-28,10,2023-01-21,8,3,21,6,11,4,0,1
"872",2968,1.27,1.07,0.2,0,0.22,-0.5,1,"CENTRAL DO DRS II",2023-01-28,11,2023-01-28,8,1,28,4,12,9,1,1
"873",2023,0.12,0.12,0,0,0.42,0,0,"CENTRAL DO DRS II",2023-02-18,8,2023-01-29,8,8,10,8,9,8,1,1
"874",2086,0.25,0.25,0,0,0.42,0,0,"CENTRAL DO DRS II",2023-02-18,9,2023-02-05,7,6,11,6,8,7,1,1
"875",2149,1.93,0.53,0,1.4,-0.18,0.95,3,"CENTRAL DO DRS II",2023-02-18,10,2023-02-12,8,4,17,7,11,5,0,1
"876",2212,1.51,0.91,0.6,0,0.22,-0.5,3,"CENTRAL DO DRS II",2023-02-18,11,2023-02-19,7,1,22,4,11,10,1,1
"877",1015,0.13,0.13,0,0,0.42,0,0,"CENTRAL DO DRS II",2023-03-10,8,2023-02-18,9,9,12,9,10,9,1,1
"878",1078,0.15,0.15,0,0,0.42,0,0,"CENTRAL DO DRS II",2023-03-10,9,2023-02-25,12,11,16,12,13,12,1,1
"879",1141,1.27,0.67,0.6,0,0.22,-0.5,3,"CENTRAL DO DRS II",2023-03-10,10,2023-03-04,8,3,20,6,11,11,1,1
"880",1204,1.45,1.45,0,0,0.42,0,0,"CENTRAL DO DRS II",2023-03-10,11,2023-03-11,11,2,37,6,17,11,1,1
"881",3031,4.14,0.14,4,0,-0.58,-1,6,"CENTRAL DO DRS II",2023-04-28,8,2023-04-07,10,10,14,10,11,16,0,0
"882",3094,2.45,0.25,0,2.2,-0.58,1,3,"CENTRAL DO DRS II",2023-04-28,9,2023-04-14,7,6,11,6,8,4,0,0
"883",3157,1.73,0.53,1.2,0,-0.18,-0.95,4,"CENTRAL DO DRS II",2023-04-28,10,2023-04-21,4,0,13,3,7,8,0,1
"884",3220,1.87,0.67,1.2,0,-0.18,-0.95,4,"CENTRAL DO DRS II",2023-04-28,11,2023-04-28,5,0,17,3,8,9,0,1
"885",10,1.14,0.14,0,1,-0.58,1,1,"CENTRAL DO DRS III",2022-05-04,8,2022-04-13,1,1,5,1,2,0,0,0
"886",73,1.05,0.25,0.8,0,-0.18,-0.95,2,"CENTRAL DO DRS III",2022-05-04,9,2022-04-20,4,3,8,3,5,6,0,1
"887",136,2.59,0.39,2.2,0,-0.18,-0.95,5,"CENTRAL DO DRS III",2022-05-04,10,2022-04-27,2,0,9,1,4,7,0,1
"888",199,4.41,0.41,4,0,-0.18,-0.95,8,"CENTRAL DO DRS III",2022-05-04,11,2022-05-04,2,0,11,1,4,10,0,1
"889",766,2.2,0.4,0,1.8,-0.58,1,3,"CENTRAL DO DRS III",2022-06-08,8,2022-05-18,16,14,24,15,18,13,0,0
"890",829,1.4,0.8,0.6,0,0.22,-0.5,3,"CENTRAL DO DRS III",2022-06-08,9,2022-05-25,15,9,29,12,18,18,1,1
"891",892,1.87,1.47,0.4,0,0.22,-0.5,2,"CENTRAL DO DRS III",2022-06-08,10,2022-06-01,14,3,40,9,20,16,1,1
"892",955,5.59,1.99,0,3.6,-0.18,0.95,10,"CENTRAL DO DRS III",2022-06-08,11,2022-06-08,19,5,54,13,28,9,0,1
"893",1774,2.15,0.55,0,1.6,-0.18,0.95,4,"CENTRAL DO DRS III",2022-06-12,8,2022-05-22,21,16,31,19,23,17,0,1
"894",1837,2.87,1.07,0,1.8,-0.18,0.95,5,"CENTRAL DO DRS III",2022-06-12,9,2022-05-29,25,17,44,22,30,20,0,1
"895",1900,13.74,2.14,0,11.6,-0.58,1,22,"CENTRAL DO DRS III",2022-06-12,10,2022-06-05,30,12,66,22,38,8,0,0
"896",1963,15.1,3.7,0,11.4,-0.58,1,27,"CENTRAL DO DRS III",2022-06-12,11,2022-06-12,39,13,103,26,54,12,0,0
"897",514,1.66,0.26,1.4,0,-0.18,-0.95,3,"CENTRAL DO DRS III",2022-07-06,8,2022-06-15,11,9,15,10,12,14,0,1
"898",577,5.13,0.53,0,4.6,-0.58,1,7,"CENTRAL DO DRS III",2022-07-06,9,2022-06-22,16,12,25,14,18,9,0,0
"899",640,2.48,1.08,1.4,0,-0.18,-0.95,5,"CENTRAL DO DRS III",2022-07-06,10,2022-06-29,11,3,31,7,15,16,0,1
"900",703,2.51,1.91,0,0.6,0.22,0.5,3,"CENTRAL DO DRS III",2022-07-06,11,2022-07-06,12,2,53,6,20,9,1,1
"901",2278,5.46,0.26,5.2,0,-0.58,-1,8,"CENTRAL DO DRS III",2022-07-20,8,2022-06-29,8,7,13,8,10,16,0,0
"902",2341,0.69,0.49,0,0.2,0.22,0.5,1,"CENTRAL DO DRS III",2022-07-20,9,2022-07-06,10,7,16,8,12,9,1,1
"903",2404,1.42,0.82,0.6,0,0.22,-0.5,3,"CENTRAL DO DRS III",2022-07-20,10,2022-07-13,6,1,23,4,10,9,1,1
"904",2467,2.02,1.02,0,1,-0.18,0.95,3,"CENTRAL DO DRS III",2022-07-20,11,2022-07-20,6,0,32,4,11,3,0,1
"905",1270,3.34,0.14,0,3.2,-0.58,1,4,"CENTRAL DO DRS III",2022-08-10,8,2022-07-20,7,6,10,6,7,3,0,0
"906",1333,0.26,0.26,0,0,0.42,0,0,"CENTRAL DO DRS III",2022-08-10,9,2022-07-27,7,6,12,7,9,7,1,1
"907",1396,2.36,0.56,1.8,0,-0.18,-0.95,5,"CENTRAL DO DRS III",2022-08-10,10,2022-08-03,5,1,17,4,8,10,0,1
"908",1459,0.91,0.71,0.2,0,0.22,-0.5,1,"CENTRAL DO DRS III",2022-08-10,11,2022-08-10,5,0,21,3,8,6,1,1
"909",2530,5.53,0.13,5.4,0,-0.58,-1,7,"CENTRAL DO DRS III",2022-08-24,8,2022-08-03,3,3,6,3,4,10,0,0
"910",2593,0.45,0.25,0.2,0,0.22,-0.5,1,"CENTRAL DO DRS III",2022-08-24,9,2022-08-10,5,4,9,4,6,6,1,1
"911",2656,0.83,0.43,0.4,0,0.22,-0.5,2,"CENTRAL DO DRS III",2022-08-24,10,2022-08-17,3,0,13,2,5,5,1,1
"912",2719,3.05,0.65,2.4,0,-0.18,-0.95,6,"CENTRAL DO DRS III",2022-08-24,11,2022-08-24,3,0,15,1,6,9,0,1
"913",262,4.33,0.13,4.2,0,-0.58,-1,5,"CENTRAL DO DRS III",2022-11-05,8,2022-10-15,2,1,4,1,2,7,0,0
"914",325,2.26,0.26,2,0,-0.18,-0.95,4,"CENTRAL DO DRS III",2022-11-05,9,2022-10-22,2,1,7,1,3,6,0,1
"915",388,0.4,0.4,0,0,0.42,0,0,"CENTRAL DO DRS III",2022-11-05,10,2022-10-29,3,0,10,2,5,3,1,1
"916",451,0.89,0.49,0.4,0,0.22,-0.5,2,"CENTRAL DO DRS III",2022-11-05,11,2022-11-05,3,0,9,1,5,5,1,1
"917",1522,0.49,0.29,0.2,0,0.22,-0.5,1,"CENTRAL DO DRS III",2022-12-10,8,2022-11-19,9,7,16,8,10,10,1,1
"918",1585,0.97,0.57,0,0.4,0.22,0.5,2,"CENTRAL DO DRS III",2022-12-10,9,2022-11-26,10,6,23,8,12,8,1,1
"919",1648,2.1,1.5,0,0.6,0.22,0.5,3,"CENTRAL DO DRS III",2022-12-10,10,2022-12-03,13,3,43,8,19,10,1,1
"920",1711,3.66,3.06,0,0.6,0.22,0.5,3,"CENTRAL DO DRS III",2022-12-10,11,2022-12-10,15,2,98,8,29,12,1,1
"921",2782,1.39,0.39,0,1,-0.18,0.95,3,"CENTRAL DO DRS III",2023-01-28,8,2023-01-07,13,10,19,11,14,10,0,1
"922",2845,1.52,0.52,0,1,-0.18,0.95,3,"CENTRAL DO DRS III",2023-01-28,9,2023-01-14,7,3,15,5,9,4,0,1
"923",2908,2.99,0.79,0,2.2,-0.18,0.95,5,"CENTRAL DO DRS III",2023-01-28,10,2023-01-21,6,1,20,4,10,1,0,1
"924",2971,1.65,1.05,0,0.6,0.22,0.5,3,"CENTRAL DO DRS III",2023-01-28,11,2023-01-28,6,0,25,3,11,3,1,1
"925",2026,0.33,0.13,0,0.2,0.22,0.5,1,"CENTRAL DO DRS III",2023-02-18,8,2023-01-29,4,3,6,3,4,3,1,1
"926",2089,0.45,0.25,0,0.2,0.22,0.5,1,"CENTRAL DO DRS III",2023-02-18,9,2023-02-05,4,3,8,3,5,3,1,1
"927",2152,1.98,0.38,1.6,0,-0.18,-0.95,4,"CENTRAL DO DRS III",2023-02-18,10,2023-02-12,2,0,8,1,4,6,0,1
"928",2215,0.8,0.4,0.4,0,0.22,-0.5,2,"CENTRAL DO DRS III",2023-02-18,11,2023-02-19,2,0,10,1,4,4,1,1
"929",1018,4.61,0.01,4.6,0,-0.58,-1,5,"CENTRAL DO DRS III",2023-03-10,8,2023-02-18,0,0,1,0,0,5,0,0
"930",1081,2.22,0.02,2.2,0,-0.58,-1,3,"CENTRAL DO DRS III",2023-03-10,9,2023-02-25,0,0,2,0,0,3,0,0
"931",1144,0.93,0.13,0.8,0,-0.18,-0.95,2,"CENTRAL DO DRS III",2023-03-10,10,2023-03-04,0,0,3,0,1,2,0,1
"932",1207,13.53,0.13,13.4,0,-0.58,-1,15,"CENTRAL DO DRS III",2023-03-10,11,2023-03-11,0,0,3,0,1,15,0,0
"933",3034,13.47,2.47,0,11,-0.58,1,21,"CENTRAL DO DRS III",2023-04-28,8,2023-04-07,30,13,80,22,40,9,0,0
"934",3097,17.04,3.64,0,13.4,-0.58,1,27,"CENTRAL DO DRS III",2023-04-28,9,2023-04-14,33,10,104,22,49,6,0,0
"935",3160,23.03,5.63,0,17.4,-0.58,1,37,"CENTRAL DO DRS III",2023-04-28,10,2023-04-21,46,14,157,29,71,9,0,0
"936",3223,28.69,9.09,0,19.6,-0.58,1,46,"CENTRAL DO DRS III",2023-04-28,11,2023-04-28,54,11,260,31,97,8,0,0
"937",11,0.62,0.02,0.6,0,-0.18,-0.95,1,"CENTRO OESTE DO DRS III",2022-05-04,8,2022-04-13,1,1,3,1,1,2,0,1
"938",74,0.62,0.02,0.6,0,-0.18,-0.95,1,"CENTRO OESTE DO DRS III",2022-05-04,9,2022-04-20,1,1,3,1,1,2,0,1
"939",137,0.94,0.14,0.8,0,-0.18,-0.95,2,"CENTRO OESTE DO DRS III",2022-05-04,10,2022-04-27,0,0,4,0,1,2,0,1
"940",200,3.14,0.14,3,0,-0.58,-1,5,"CENTRO OESTE DO DRS III",2022-05-04,11,2022-05-04,0,0,4,0,1,5,0,0
"941",767,7.71,0.71,0,7,-0.58,1,9,"CENTRO OESTE DO DRS III",2022-06-08,8,2022-05-18,15,12,33,13,18,6,0,0
"942",830,4.2,1,3.2,0,-0.18,-0.95,8,"CENTRO OESTE DO DRS III",2022-06-08,9,2022-05-25,7,1,31,4,11,15,0,1
"943",893,1.98,1.58,0,0.4,0.22,0.5,2,"CENTRO OESTE DO DRS III",2022-06-08,10,2022-06-01,12,3,51,8,19,10,1,1
"944",956,8.13,2.53,0,5.6,-0.18,0.95,14,"CENTRO OESTE DO DRS III",2022-06-08,11,2022-06-08,18,4,77,11,29,4,0,1
"945",1775,1.42,0.62,0,0.8,-0.18,0.95,2,"CENTRO OESTE DO DRS III",2022-06-12,8,2022-05-22,15,12,34,14,18,13,0,1
"946",1838,1.34,0.94,0.4,0,0.22,-0.5,2,"CENTRO OESTE DO DRS III",2022-06-12,9,2022-05-29,9,4,38,7,13,11,1,1
"947",1901,3.65,1.85,0,1.8,-0.18,0.95,7,"CENTRO OESTE DO DRS III",2022-06-12,10,2022-06-05,14,3,58,8,21,7,0,1
"948",1964,3.97,2.57,0,1.4,0.22,0.5,7,"CENTRO OESTE DO DRS III",2022-06-12,11,2022-06-12,19,4,81,12,30,12,1,1
"949",515,2.28,0.28,2,0,-0.18,-0.95,4,"CENTRO OESTE DO DRS III",2022-07-06,8,2022-06-15,7,5,13,6,8,11,0,1
"950",578,2.01,0.41,1.6,0,-0.18,-0.95,4,"CENTRO OESTE DO DRS III",2022-07-06,9,2022-06-22,9,6,17,8,11,13,0,1
"951",641,1.24,1.04,0,0.2,0.22,0.5,1,"CENTRO OESTE DO DRS III",2022-07-06,10,2022-06-29,9,2,26,5,13,8,1,1
"952",704,2.85,1.65,1.2,0,0.22,-0.5,6,"CENTRO OESTE DO DRS III",2022-07-06,11,2022-07-06,9,1,46,5,17,15,1,1
"953",2279,4.07,0.27,0,3.8,-0.58,1,5,"CENTRO OESTE DO DRS III",2022-07-20,8,2022-06-29,13,11,18,12,14,8,0,0
"954",2342,9.79,0.39,9.4,0,-0.58,-1,13,"CENTRO OESTE DO DRS III",2022-07-20,9,2022-07-06,2,0,9,1,4,15,0,0
"955",2405,0.67,0.67,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2022-07-20,10,2022-07-13,4,0,17,2,7,4,1,1
"956",2468,0.75,0.75,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2022-07-20,11,2022-07-20,4,0,25,2,7,4,1,1
"957",1271,2.13,0.53,0,1.6,-0.18,0.95,4,"CENTRO OESTE DO DRS III",2022-08-10,8,2022-07-20,8,4,17,6,10,4,0,1
"958",1334,5.74,0.54,0,5.2,-0.58,1,8,"CENTRO OESTE DO DRS III",2022-08-10,9,2022-07-27,9,4,18,7,11,1,0,0
"959",1397,0.79,0.79,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2022-08-10,10,2022-08-03,6,1,20,3,9,6,1,1
"960",1460,2.56,0.96,0,1.6,-0.18,0.95,4,"CENTRO OESTE DO DRS III",2022-08-10,11,2022-08-10,5,0,26,3,10,1,0,1
"961",2531,1.05,0.25,0.8,0,-0.18,-0.95,2,"CENTRO OESTE DO DRS III",2022-08-24,8,2022-08-03,4,3,8,3,5,6,0,1
"962",2594,0.25,0.25,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2022-08-24,9,2022-08-10,1,0,5,0,2,1,1,1
"963",2657,0.37,0.37,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2022-08-24,10,2022-08-17,1,0,7,0,3,1,1,1
"964",2720,0.58,0.38,0.2,0,0.22,-0.5,1,"CENTRO OESTE DO DRS III",2022-08-24,11,2022-08-24,1,0,8,0,3,2,1,1
"965",263,0.33,0.13,0.2,0,0.22,-0.5,1,"CENTRO OESTE DO DRS III",2022-11-05,8,2022-10-15,0,0,3,0,1,1,1,1
"966",326,0.14,0.14,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2022-11-05,9,2022-10-22,1,1,5,1,2,1,1,1
"967",389,0.45,0.25,0,0.2,0.22,0.5,1,"CENTRO OESTE DO DRS III",2022-11-05,10,2022-10-29,1,0,5,0,2,0,1,1
"968",452,0.25,0.25,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2022-11-05,11,2022-11-05,1,0,5,0,2,1,1,1
"969",1523,0.46,0.46,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2022-12-10,8,2022-11-19,2,1,17,1,4,2,1,1
"970",1586,0.89,0.69,0,0.2,0.22,0.5,1,"CENTRO OESTE DO DRS III",2022-12-10,9,2022-11-26,6,3,32,4,8,5,1,1
"971",1649,2.5,1.7,0,0.8,0.22,0.5,4,"CENTRO OESTE DO DRS III",2022-12-10,10,2022-12-03,8,1,61,4,15,4,1,1
"972",1712,5.73,3.33,0,2.4,-0.18,0.95,8,"CENTRO OESTE DO DRS III",2022-12-10,11,2022-12-10,12,1,124,6,27,4,0,1
"973",2783,4.81,1.21,0,3.6,-0.58,1,8,"CENTRO OESTE DO DRS III",2023-01-28,8,2023-01-07,8,1,32,4,13,0,0,0
"974",2846,4.11,1.11,0,3,-0.18,0.95,7,"CENTRO OESTE DO DRS III",2023-01-28,9,2023-01-14,8,1,32,5,13,1,0,1
"975",2909,3.67,1.27,0,2.4,-0.18,0.95,6,"CENTRO OESTE DO DRS III",2023-01-28,10,2023-01-21,6,0,37,3,12,0,0,1
"976",2972,3.69,1.29,0,2.4,-0.18,0.95,6,"CENTRO OESTE DO DRS III",2023-01-28,11,2023-01-28,6,0,39,3,12,0,0,1
"977",2027,0.13,0.13,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2023-02-18,8,2023-01-29,0,0,3,0,1,0,1,1
"978",2090,0.14,0.14,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2023-02-18,9,2023-02-05,0,0,4,0,1,0,1,1
"979",2153,0.35,0.15,0,0.2,0.22,0.5,1,"CENTRO OESTE DO DRS III",2023-02-18,10,2023-02-12,2,1,6,1,2,1,1,1
"980",2216,1.68,0.28,1.4,0,-0.18,-0.95,3,"CENTRO OESTE DO DRS III",2023-02-18,11,2023-02-19,1,0,8,0,2,4,0,1
"981",1019,2.59,0.39,0,2.2,-0.58,1,3,"CENTRO OESTE DO DRS III",2023-03-10,8,2023-02-18,5,4,13,4,7,2,0,0
"982",1082,0.74,0.54,0,0.2,0.22,0.5,1,"CENTRO OESTE DO DRS III",2023-03-10,9,2023-02-25,5,2,16,3,7,4,1,1
"983",1145,4.22,1.22,0,3,-0.58,1,7,"CENTRO OESTE DO DRS III",2023-03-10,10,2023-03-04,8,2,34,4,13,1,0,0
"984",1208,7.32,2.32,0,5,-0.58,1,11,"CENTRO OESTE DO DRS III",2023-03-10,11,2023-03-11,11,1,83,6,21,0,0,0
"985",3035,0.13,0.13,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2023-04-28,8,2023-04-07,1,1,4,1,2,1,1,1
"986",3098,0.34,0.14,0.2,0,0.22,-0.5,1,"CENTRO OESTE DO DRS III",2023-04-28,9,2023-04-14,0,0,4,0,1,1,1,1
"987",3161,0.26,0.26,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2023-04-28,10,2023-04-21,1,0,6,0,2,1,1,1
"988",3224,0.27,0.27,0,0,0.42,0,0,"CENTRO OESTE DO DRS III",2023-04-28,11,2023-04-28,1,0,7,0,2,1,1,1
"989",61,1.13,0.13,0,1,-0.58,1,1,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-05-04,8,2022-04-13,1,1,4,1,2,0,0,0
"990",124,4.53,0.13,4.4,0,-0.58,-1,6,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-05-04,9,2022-04-20,2,2,5,2,3,8,0,0
"991",187,4.14,0.14,4,0,-0.58,-1,6,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-05-04,10,2022-04-27,0,0,4,0,1,6,0,0
"992",250,8.53,0.13,8.4,0,-0.58,-1,10,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-05-04,11,2022-05-04,0,0,3,0,1,10,0,0
"993",817,2.44,0.84,0,1.6,-0.18,0.95,4,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-06-08,8,2022-05-18,25,20,44,23,29,21,0,1
"994",880,5.84,1.24,4.6,0,-0.18,-0.95,11,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-06-08,9,2022-05-25,15,6,40,11,20,26,0,1
"995",943,3.39,1.99,1.4,0,0.22,-0.5,7,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-06-08,10,2022-06-01,19,5,54,12,27,26,1,1
"996",1006,4.69,2.89,1.8,0,0.22,-0.5,9,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-06-08,11,2022-06-08,28,7,86,19,40,37,1,1
"997",1825,2.07,1.27,0,0.8,0.22,0.5,4,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-06-12,8,2022-05-22,32,24,61,28,37,28,1,1
"998",1888,2.31,1.91,0,0.4,0.22,0.5,2,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-06-12,9,2022-05-29,26,14,65,20,34,24,1,1
"999",1951,3.27,3.07,0.2,0,0.22,-0.5,1,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-06-12,10,2022-06-05,37,16,93,27,50,38,1,1
"1000",2014,7.27,5.47,0,1.8,0.22,0.5,9,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-06-12,11,2022-06-12,50,15,152,34,75,41,1,1
"1001",565,26.41,0.41,26,0,-0.58,-1,30,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-07-06,8,2022-06-15,18,15,26,17,20,48,0,0
"1002",628,26.14,0.54,25.6,0,-0.58,-1,30,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-07-06,9,2022-06-22,7,2,16,5,9,37,0,0
"1003",691,26.56,0.56,26,0,-0.58,-1,32,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-07-06,10,2022-06-29,4,0,16,3,7,36,0,0
"1004",754,12.79,0.59,12.2,0,-0.58,-1,19,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-07-06,11,2022-07-06,4,0,19,2,6,23,0,0
"1005",2329,28.8,0.4,28.4,0,-0.58,-1,32,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-07-20,8,2022-06-29,4,1,11,3,6,36,0,0
"1006",2392,14.9,0.5,14.4,0,-0.58,-1,18,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-07-20,9,2022-07-06,5,2,12,3,7,23,0,0
"1007",2455,13.4,0.4,13,0,-0.58,-1,17,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-07-20,10,2022-07-13,2,0,10,1,4,19,0,0
"1008",2518,3.5,0.3,3.2,0,-0.18,-0.95,6,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-07-20,11,2022-07-20,2,0,10,1,3,8,0,1
"1009",1321,0.72,0.52,0.2,0,0.22,-0.5,1,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-08-10,8,2022-07-20,7,3,15,5,9,8,1,1
"1010",1384,0.74,0.54,0,0.2,0.22,0.5,1,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-08-10,9,2022-07-27,7,2,16,5,9,6,1,1
"1011",1447,1.05,0.65,0,0.4,0.22,0.5,2,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-08-10,10,2022-08-03,4,0,15,2,7,2,1,1
"1012",1510,0.98,0.58,0.4,0,0.22,-0.5,2,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-08-10,11,2022-08-10,3,0,18,2,6,5,1,1
"1013",2581,4.96,0.76,0,4.2,-0.58,1,7,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-08-24,8,2022-08-03,9,4,20,7,13,2,0,0
"1014",2644,1.38,0.78,0,0.6,0.22,0.5,3,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-08-24,9,2022-08-10,8,2,20,5,11,5,1,1
"1015",2707,1.41,0.81,0,0.6,0.22,0.5,3,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-08-24,10,2022-08-17,6,0,21,3,9,3,1,1
"1016",2770,2.02,0.82,0,1.2,-0.18,0.95,4,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-08-24,11,2022-08-24,5,0,22,2,8,1,0,1
"1017",313,4.08,0.28,3.8,0,-0.18,-0.95,7,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-11-05,8,2022-10-15,4,3,11,3,5,11,0,1
"1018",376,0.79,0.39,0.4,0,0.22,-0.5,2,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-11-05,9,2022-10-22,2,1,10,1,4,4,1,1
"1019",439,1.54,0.54,1,0,-0.18,-0.95,3,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-11-05,10,2022-10-29,4,0,14,2,6,7,0,1
"1020",502,3.07,0.67,2.4,0,-0.18,-0.95,6,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-11-05,11,2022-11-05,5,1,18,3,8,11,0,1
"1021",1573,4.59,0.79,3.8,0,-0.18,-0.95,9,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-12-10,8,2022-11-19,25,19,38,23,29,34,0,1
"1022",1636,3.13,1.33,1.8,0,-0.18,-0.95,7,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-12-10,9,2022-11-26,31,21,54,27,37,38,0,1
"1023",1699,8.1,3.9,0,4.2,-0.18,0.95,15,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-12-10,10,2022-12-03,51,21,121,39,68,36,0,1
"1024",1762,27.97,9.17,0,18.8,-0.18,0.95,48,"CIRCUITO DA FÉ - VALE HISTÓRICO",2022-12-10,11,2022-12-10,75,20,257,50,118,27,0,1
"1025",2833,1.1,0.5,0.6,0,0.22,-0.5,3,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-01-28,8,2023-01-07,10,7,17,9,13,13,1,1
"1026",2896,0.93,0.53,0,0.4,0.22,0.5,2,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-01-28,9,2023-01-14,10,6,19,8,12,8,1,1
"1027",2959,0.69,0.69,0,0,0.42,0,0,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-01-28,10,2023-01-21,6,1,20,4,9,6,1,1
"1028",3022,0.84,0.84,0,0,0.42,0,0,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-01-28,11,2023-01-28,5,0,24,3,9,5,1,1
"1029",2077,0.38,0.38,0,0,0.42,0,0,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-02-18,8,2023-01-29,8,5,13,6,9,8,1,1
"1030",2140,0.92,0.52,0.4,0,0.22,-0.5,2,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-02-18,9,2023-02-05,8,4,16,6,10,10,1,1
"1031",2203,1.87,0.67,1.2,0,-0.18,-0.95,4,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-02-18,10,2023-02-12,6,1,18,4,9,10,0,1
"1032",2266,1.56,0.96,0.6,0,0.22,-0.5,3,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-02-18,11,2023-02-19,5,0,26,3,10,8,1,1
"1033",1069,0.4,0.4,0,0,0.42,0,0,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-03-10,8,2023-02-18,9,6,16,8,11,9,1,1
"1034",1132,1.52,0.52,1,0,-0.18,-0.95,3,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-03-10,9,2023-02-25,12,8,20,10,14,15,0,1
"1035",1195,1.67,1.07,0.6,0,0.22,-0.5,3,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-03-10,10,2023-03-04,11,3,30,8,16,14,1,1
"1036",1258,2.02,1.82,0.2,0,0.22,-0.5,1,"CIRCUITO DA FÉ - VALE HISTÓRICO",2023-03-10,11,2023-03-11,13,2,54,8,21,14,1,1
