"","sample","interval_score","dispersion","underprediction","overprediction","coverage_deviation","bias","ae_median","rs_cir","base","week","dt_event","Median","LI","LS","LIb","LSb","casos","cov_50","cov_95"
"2593",1057,1.44,0.24,0,1.2,-0.58,1,2,"RIO PARDO",2023-03-10,8,2023-02-18,7,6,10,6,8,5,0,0
"2594",1120,0.36,0.36,0,0,0.42,0,0,"RIO PARDO",2023-03-10,9,2023-02-25,3,2,8,2,5,3,1,1
"2595",1183,1.51,0.51,0,1,-0.18,0.95,3,"RIO PARDO",2023-03-10,10,2023-03-04,3,0,11,1,5,0,0,1
"2596",1246,1.06,0.66,0,0.4,0.22,0.5,2,"RIO PARDO",2023-03-10,11,2023-03-11,3,0,16,1,6,1,1,1
"2597",3073,0.13,0.13,0,0,0.42,0,0,"RIO PARDO",2023-04-28,8,2023-04-07,1,1,4,1,2,1,1,1
"2598",3136,0.45,0.25,0,0.2,0.22,0.5,1,"RIO PARDO",2023-04-28,9,2023-04-14,2,1,6,1,3,1,1,1
"2599",3199,0.37,0.37,0,0,0.42,0,0,"RIO PARDO",2023-04-28,10,2023-04-21,1,0,7,0,3,1,1,1
"2600",3262,0.31,0.31,0,0,0.42,0,0,"RIO PARDO",2023-04-28,11,2023-04-28,2,0,11,1,3,2,1,1
"2601",4,12.53,0.53,12,0,-0.58,-1,16,"ROTA DOS BANDEIRANTES",2022-05-04,8,2022-04-13,61,56,69,59,63,77,0,0
"2602",67,1.23,1.03,0.2,0,0.22,-0.5,1,"ROTA DOS BANDEIRANTES",2022-05-04,9,2022-04-20,61,52,75,57,65,62,1,1
"2603",130,29.33,2.33,27,0,-0.58,-1,49,"ROTA DOS BANDEIRANTES",2022-05-04,10,2022-04-27,32,14,77,25,42,81,0,0
"2604",193,26.48,3.28,23.2,0,-0.18,-0.95,48,"ROTA DOS BANDEIRANTES",2022-05-04,11,2022-05-04,39,14,92,28,53,87,0,1
"2605",760,8.17,1.17,7,0,-0.18,-0.95,15,"ROTA DOS BANDEIRANTES",2022-06-08,8,2022-05-18,77,67,94,73,82,92,0,1
"2606",823,8.98,1.58,7.4,0,-0.18,-0.95,17,"ROTA DOS BANDEIRANTES",2022-06-08,9,2022-05-25,84,70,108,79,91,101,0,1
"2607",886,44.2,4.2,40,0,-0.58,-1,74,"ROTA DOS BANDEIRANTES",2022-06-08,10,2022-06-01,57,24,124,43,75,131,0,0
"2608",949,38.21,5.41,32.8,0,-0.18,-0.95,70,"ROTA DOS BANDEIRANTES",2022-06-08,11,2022-06-08,67,26,157,49,90,137,0,1
"2609",1768,2.3,1.3,1,0,0.22,-0.5,5,"ROTA DOS BANDEIRANTES",2022-06-12,8,2022-05-22,94,82,112,89,99,99,1,1
"2610",1831,2.67,2.07,0.6,0,0.22,-0.5,3,"ROTA DOS BANDEIRANTES",2022-06-12,9,2022-05-29,113,96,143,106,122,116,1,1
"2611",1894,13.71,5.11,8.6,0,-0.18,-0.95,29,"ROTA DOS BANDEIRANTES",2022-06-12,10,2022-06-05,115,72,193,98,137,144,0,1
"2612",1957,11.36,8.76,2.6,0,0.22,-0.5,13,"ROTA DOS BANDEIRANTES",2022-06-12,11,2022-06-12,123,55,261,92,159,136,1,1
"2613",508,16.02,1.42,14.6,0,-0.58,-1,25,"ROTA DOS BANDEIRANTES",2022-07-06,8,2022-06-15,127,115,147,122,133,152,0,0
"2614",571,35.54,1.94,33.6,0,-0.58,-1,48,"ROTA DOS BANDEIRANTES",2022-07-06,9,2022-06-22,90,74,118,83,98,138,0,0
"2615",634,47.59,3.79,43.8,0,-0.58,-1,75,"ROTA DOS BANDEIRANTES",2022-07-06,10,2022-06-29,47,19,108,35,64,122,0,0
"2616",697,41.52,4.72,36.8,0,-0.18,-0.95,74,"ROTA DOS BANDEIRANTES",2022-07-06,11,2022-07-06,41,11,133,25,60,115,0,1
"2617",2272,7.55,1.55,6,0,-0.18,-0.95,14,"ROTA DOS BANDEIRANTES",2022-07-20,8,2022-06-29,108,95,130,102,114,122,0,1
"2618",2335,10.62,2.22,8.4,0,-0.18,-0.95,20,"ROTA DOS BANDEIRANTES",2022-07-20,9,2022-07-06,95,77,129,87,104,115,0,1
"2619",2398,6.57,4.57,2,0,0.22,-0.5,10,"ROTA DOS BANDEIRANTES",2022-07-20,10,2022-07-13,64,29,136,48,83,74,1,1
"2620",2461,7.87,6.87,0,1,0.22,0.5,5,"ROTA DOS BANDEIRANTES",2022-07-20,11,2022-07-20,56,15,192,36,87,51,1,1
"2621",1264,3.64,0.64,3,0,-0.18,-0.95,7,"ROTA DOS BANDEIRANTES",2022-08-10,8,2022-07-20,44,39,53,42,47,51,0,1
"2622",1327,1.98,0.78,1.2,0,-0.18,-0.95,4,"ROTA DOS BANDEIRANTES",2022-08-10,9,2022-07-27,31,25,43,28,34,35,0,1
"2623",1390,21.89,1.29,20.6,0,-0.58,-1,31,"ROTA DOS BANDEIRANTES",2022-08-10,10,2022-08-03,12,3,32,8,18,43,0,0
"2624",1453,39.24,1.24,38,0,-0.58,-1,50,"ROTA DOS BANDEIRANTES",2022-08-10,11,2022-08-10,11,2,36,7,16,61,0,0
"2625",2524,0.93,0.53,0,0.4,0.22,0.5,2,"ROTA DOS BANDEIRANTES",2022-08-24,8,2022-08-03,45,40,53,43,47,43,1,1
"2626",2587,8.4,0.8,7.6,0,-0.58,-1,14,"ROTA DOS BANDEIRANTES",2022-08-24,9,2022-08-10,47,40,60,44,50,61,0,0
"2627",2650,5.75,1.75,4,0,-0.18,-0.95,12,"ROTA DOS BANDEIRANTES",2022-08-24,10,2022-08-17,19,6,51,14,27,31,0,1
"2628",2713,8.95,2.35,6.6,0,-0.18,-0.95,17,"ROTA DOS BANDEIRANTES",2022-08-24,11,2022-08-24,24,7,72,16,33,41,0,1
"2629",256,3.93,0.53,3.4,0,-0.18,-0.95,7,"ROTA DOS BANDEIRANTES",2022-11-05,8,2022-10-15,72,68,81,70,74,79,0,1
"2630",319,2.76,1.16,1.6,0,-0.18,-0.95,6,"ROTA DOS BANDEIRANTES",2022-11-05,9,2022-10-22,69,59,85,65,74,75,0,1
"2631",382,3.76,2.76,1,0,0.22,-0.5,5,"ROTA DOS BANDEIRANTES",2022-11-05,10,2022-10-29,75,50,116,65,86,80,1,1
"2632",445,15.81,4.41,11.4,0,-0.18,-0.95,31,"ROTA DOS BANDEIRANTES",2022-11-05,11,2022-11-05,82,44,145,66,100,113,0,1
"2633",1516,6.4,0.8,5.6,0,-0.18,-0.95,12,"ROTA DOS BANDEIRANTES",2022-12-10,8,2022-11-19,108,101,121,106,112,120,0,1
"2634",1579,1.69,1.29,0.4,0,0.22,-0.5,2,"ROTA DOS BANDEIRANTES",2022-12-10,9,2022-11-26,66,55,84,61,71,68,1,1
"2635",1642,4.44,2.64,1.8,0,0.22,-0.5,9,"ROTA DOS BANDEIRANTES",2022-12-10,10,2022-12-03,54,32,96,45,65,63,1,1
"2636",1705,6.69,4.09,2.6,0,0.22,-0.5,13,"ROTA DOS BANDEIRANTES",2022-12-10,11,2022-12-10,43,13,112,29,60,56,1,1
"2637",2776,10.73,0.53,0,10.2,-0.58,1,13,"ROTA DOS BANDEIRANTES",2023-01-28,8,2023-01-07,46,41,54,44,48,33,0,0
"2638",2839,0.92,0.92,0,0,0.42,0,0,"ROTA DOS BANDEIRANTES",2023-01-28,9,2023-01-14,40,32,54,37,44,40,1,1
"2639",2902,2.54,2.14,0,0.4,0.22,0.5,2,"ROTA DOS BANDEIRANTES",2023-01-28,10,2023-01-21,40,23,77,33,49,38,1,1
"2640",2965,5.68,3.68,2,0,0.22,-0.5,10,"ROTA DOS BANDEIRANTES",2023-01-28,11,2023-01-28,38,13,101,26,54,48,1,1
"2641",2020,7.78,0.78,0,7,-0.58,1,11,"ROTA DOS BANDEIRANTES",2023-02-18,8,2023-01-29,67,60,78,64,70,56,0,0
"2642",2083,12.21,1.81,0,10.4,-0.58,1,20,"ROTA DOS BANDEIRANTES",2023-02-18,9,2023-02-05,83,66,107,76,90,63,0,0
"2643",2146,13.19,5.19,0,8,-0.18,0.95,24,"ROTA DOS BANDEIRANTES",2023-02-18,10,2023-02-12,112,72,201,96,135,88,0,1
"2644",2209,49.22,12.62,0,36.6,-0.58,1,85,"ROTA DOS BANDEIRANTES",2023-02-18,11,2023-02-19,142,59,371,104,199,57,0,0
"2645",1012,0.86,0.66,0,0.2,0.22,0.5,1,"ROTA DOS BANDEIRANTES",2023-03-10,8,2023-02-18,58,53,69,56,61,57,1,1
"2646",1075,3.85,1.05,2.8,0,-0.18,-0.95,8,"ROTA DOS BANDEIRANTES",2023-03-10,9,2023-02-25,58,49,74,55,63,66,0,1
"2647",1138,3.76,2.96,0.8,0,0.22,-0.5,4,"ROTA DOS BANDEIRANTES",2023-03-10,10,2023-03-04,65,40,106,54,77,69,1,1
"2648",1201,8.6,5.6,3,0,0.22,-0.5,15,"ROTA DOS BANDEIRANTES",2023-03-10,11,2023-03-11,61,24,164,43,85,76,1,1
"2649",3028,2.23,0.63,0,1.6,-0.18,0.95,4,"ROTA DOS BANDEIRANTES",2023-04-28,8,2023-04-07,51,46,59,49,54,47,0,1
"2650",3091,1.72,0.92,0,0.8,0.22,0.5,4,"ROTA DOS BANDEIRANTES",2023-04-28,9,2023-04-14,54,46,68,50,57,50,1,1
"2651",3154,2.52,2.12,0.4,0,0.22,-0.5,2,"ROTA DOS BANDEIRANTES",2023-04-28,10,2023-04-21,41,23,75,34,50,43,1,1
"2652",3217,10.59,3.39,7.2,0,-0.18,-0.95,22,"ROTA DOS BANDEIRANTES",2023-04-28,11,2023-04-28,38,14,103,28,53,60,0,1
"2653",51,0.01,0.01,0,0,0.42,0,0,"SANTA FÉ DO SUL",2022-05-04,8,2022-04-13,1,1,2,1,1,1,1,1
"2654",114,0.62,0.02,0.6,0,-0.18,-0.95,1,"SANTA FÉ DO SUL",2022-05-04,9,2022-04-20,0,0,2,0,0,1,0,1
"2655",177,0.02,0.02,0,0,0.42,0,0,"SANTA FÉ DO SUL",2022-05-04,10,2022-04-27,0,0,2,0,0,0,1,1
"2656",240,0.62,0.02,0.6,0,-0.18,-0.95,1,"SANTA FÉ DO SUL",2022-05-04,11,2022-05-04,0,0,2,0,0,1,0,1
"2657",807,1.42,0.62,0,0.8,-0.18,0.95,2,"SANTA FÉ DO SUL",2022-06-08,8,2022-05-18,5,3,25,4,8,3,0,1
"2658",870,1.27,0.87,0,0.4,0.22,0.5,2,"SANTA FÉ DO SUL",2022-06-08,9,2022-05-25,4,1,28,2,8,2,1,1
"2659",933,1.72,1.32,0.4,0,0.22,-0.5,2,"SANTA FÉ DO SUL",2022-06-08,10,2022-06-01,6,0,42,3,12,8,1,1
"2660",996,5.07,1.87,0,3.2,-0.18,0.95,8,"SANTA FÉ DO SUL",2022-06-08,11,2022-06-08,9,1,68,5,17,1,0,1
"2661",1815,1.81,0.81,0,1,-0.18,0.95,3,"SANTA FÉ DO SUL",2022-06-12,8,2022-05-22,6,3,34,4,9,3,0,1
"2662",1878,1.96,1.36,0,0.6,0.22,0.5,3,"SANTA FÉ DO SUL",2022-06-12,9,2022-05-29,8,3,59,5,13,5,1,1
"2663",1941,4.11,2.11,0,2,-0.18,0.95,6,"SANTA FÉ DO SUL",2022-06-12,10,2022-06-05,9,1,82,5,18,3,0,1
"2664",2004,6.36,3.56,0,2.8,-0.18,0.95,10,"SANTA FÉ DO SUL",2022-06-12,11,2022-06-12,15,2,138,7,29,5,0,1
"2665",555,1.67,0.27,1.4,0,-0.18,-0.95,3,"SANTA FÉ DO SUL",2022-07-06,8,2022-06-15,2,1,8,1,3,5,0,1
"2666",618,0.28,0.28,0,0,0.42,0,0,"SANTA FÉ DO SUL",2022-07-06,9,2022-06-22,2,1,9,1,3,2,1,1
"2667",681,0.6,0.4,0,0.2,0.22,0.5,1,"SANTA FÉ DO SUL",2022-07-06,10,2022-06-29,2,0,10,1,4,1,1,1
"2668",744,2.04,0.44,1.6,0,-0.18,-0.95,4,"SANTA FÉ DO SUL",2022-07-06,11,2022-07-06,2,0,14,1,4,6,0,1
"2669",2319,1.15,0.15,0,1,-0.58,1,1,"SANTA FÉ DO SUL",2022-07-20,8,2022-06-29,2,2,7,2,3,1,0,0
"2670",2382,0.46,0.26,0.2,0,0.22,-0.5,1,"SANTA FÉ DO SUL",2022-07-20,9,2022-07-06,5,4,10,4,6,6,1,1
"2671",2445,0.72,0.52,0,0.2,0.22,0.5,1,"SANTA FÉ DO SUL",2022-07-20,10,2022-07-13,2,0,12,1,5,1,1,1
"2672",2508,1.21,0.81,0,0.4,0.22,0.5,2,"SANTA FÉ DO SUL",2022-07-20,11,2022-07-20,3,0,21,1,7,1,1,1
"2673",1311,0.14,0.14,0,0,0.42,0,0,"SANTA FÉ DO SUL",2022-08-10,8,2022-07-20,1,1,5,1,2,1,1,1
"2674",1374,2.46,0.26,0,2.2,-0.58,1,3,"SANTA FÉ DO SUL",2022-08-10,9,2022-07-27,4,3,9,3,5,1,0,0
"2675",1437,1.4,0.4,1,0,-0.18,-0.95,3,"SANTA FÉ DO SUL",2022-08-10,10,2022-08-03,3,1,11,2,5,6,0,1
"2676",1500,0.97,0.57,0.4,0,0.22,-0.5,2,"SANTA FÉ DO SUL",2022-08-10,11,2022-08-10,3,0,17,2,6,5,1,1
"2677",2571,1.35,0.15,0,1.2,-0.58,1,2,"SANTA FÉ DO SUL",2022-08-24,8,2022-08-03,8,7,12,7,8,6,0,0
"2678",2634,0.46,0.26,0.2,0,0.22,-0.5,1,"SANTA FÉ DO SUL",2022-08-24,9,2022-08-10,4,3,9,3,5,5,1,1
"2679",2697,0.73,0.53,0,0.2,0.22,0.5,1,"SANTA FÉ DO SUL",2022-08-24,10,2022-08-17,3,0,13,1,5,2,1,1
"2680",2760,2.31,0.71,0,1.6,-0.18,0.95,4,"SANTA FÉ DO SUL",2022-08-24,11,2022-08-24,5,0,21,3,8,1,0,1
"2681",303,0.4,0.2,0.2,0,0.22,-0.5,1,"SANTA FÉ DO SUL",2022-11-05,8,2022-10-15,0,0,10,0,1,1,1,1
"2682",366,0.54,0.34,0,0.2,0.22,0.5,1,"SANTA FÉ DO SUL",2022-11-05,9,2022-10-22,2,1,15,1,3,1,1,1
"2683",429,0.67,0.47,0,0.2,0.22,0.5,1,"SANTA FÉ DO SUL",2022-11-05,10,2022-10-29,1,0,17,0,3,0,1,1
"2684",492,1.35,0.55,0,0.8,-0.18,0.95,2,"SANTA FÉ DO SUL",2022-11-05,11,2022-11-05,2,0,25,1,4,0,0,1
"2685",1563,0.48,0.28,0,0.2,0.22,0.5,1,"SANTA FÉ DO SUL",2022-12-10,8,2022-11-19,2,1,9,1,3,1,1,1
"2686",1626,0.51,0.31,0,0.2,0.22,0.5,1,"SANTA FÉ DO SUL",2022-12-10,9,2022-11-26,3,2,13,2,4,2,1,1
"2687",1689,0.99,0.59,0.4,0,0.22,-0.5,2,"SANTA FÉ DO SUL",2022-12-10,10,2022-12-03,2,0,19,1,5,4,1,1
"2688",1752,1.69,1.09,0,0.6,0.22,0.5,3,"SANTA FÉ DO SUL",2022-12-10,11,2022-12-10,4,0,39,1,8,1,1,1
"2689",2823,0.15,0.15,0,0,0.42,0,0,"SANTA FÉ DO SUL",2023-01-28,8,2023-01-07,3,3,8,3,4,3,1,1
"2690",2886,0.27,0.27,0,0,0.42,0,0,"SANTA FÉ DO SUL",2023-01-28,9,2023-01-14,4,3,10,3,5,4,1,1
"2691",2949,0.74,0.54,0,0.2,0.22,0.5,1,"SANTA FÉ DO SUL",2023-01-28,10,2023-01-21,3,0,14,1,5,2,1,1
"2692",3012,1.13,0.73,0.4,0,0.22,-0.5,2,"SANTA FÉ DO SUL",2023-01-28,11,2023-01-28,3,0,23,2,7,5,1,1
"2693",2067,0.28,0.28,0,0,0.42,0,0,"SANTA FÉ DO SUL",2023-02-18,8,2023-01-29,5,4,12,4,6,5,1,1
"2694",2130,0.39,0.39,0,0,0.42,0,0,"SANTA FÉ DO SUL",2023-02-18,9,2023-02-05,2,1,10,1,4,2,1,1
"2695",2193,1.35,0.55,0,0.8,-0.18,0.95,2,"SANTA FÉ DO SUL",2023-02-18,10,2023-02-12,4,1,16,3,7,2,0,1
"2696",2256,1.92,0.92,0,1,-0.18,0.95,3,"SANTA FÉ DO SUL",2023-02-18,11,2023-02-19,4,0,22,2,9,1,0,1
"2697",1059,0.35,0.15,0.2,0,0.22,-0.5,1,"SANTA FÉ DO SUL",2023-03-10,8,2023-02-18,1,1,6,1,2,2,1,1
"2698",1122,0.16,0.16,0,0,0.42,0,0,"SANTA FÉ DO SUL",2023-03-10,9,2023-02-25,2,1,7,1,2,2,1,1
"2699",1185,0.4,0.4,0,0,0.42,0,0,"SANTA FÉ DO SUL",2023-03-10,10,2023-03-04,1,0,10,0,3,1,1,1
"2700",1248,0.83,0.43,0,0.4,0.22,0.5,2,"SANTA FÉ DO SUL",2023-03-10,11,2023-03-11,2,0,13,0,3,0,1,1
"2701",3075,1.48,0.28,0,1.2,-0.58,1,2,"SANTA FÉ DO SUL",2023-04-28,8,2023-04-07,4,3,11,3,5,2,0,0
"2702",3138,0.5,0.3,0.2,0,0.22,-0.5,1,"SANTA FÉ DO SUL",2023-04-28,9,2023-04-14,4,2,12,3,5,5,1,1
"2703",3201,1.07,0.67,0,0.4,0.22,0.5,2,"SANTA FÉ DO SUL",2023-04-28,10,2023-04-21,4,0,17,2,7,2,1,1
"2704",3264,1.22,0.82,0,0.4,0.22,0.5,2,"SANTA FÉ DO SUL",2023-04-28,11,2023-04-28,4,0,22,2,8,2,1,1
"2705",59,4.96,0.76,0,4.2,-0.58,1,7,"SOROCABA",2022-05-04,8,2022-04-13,80,75,91,78,84,73,0,0
"2706",122,34.23,1.43,32.8,0,-0.58,-1,44,"SOROCABA",2022-05-04,9,2022-04-20,43,32,65,38,49,87,0,0
"2707",185,24.75,2.75,22,0,-0.58,-1,44,"SOROCABA",2022-05-04,10,2022-04-27,36,14,79,27,48,80,0,0
"2708",248,30.04,3.04,27,0,-0.58,-1,53,"SOROCABA",2022-05-04,11,2022-05-04,37,14,88,28,51,90,0,0
"2709",815,24.41,1.01,23.4,0,-0.58,-1,31,"SOROCABA",2022-06-08,8,2022-05-18,92,85,106,89,97,123,0,0
"2710",878,62.33,2.53,59.8,0,-0.58,-1,81,"SOROCABA",2022-06-08,9,2022-05-25,68,48,111,59,78,149,0,0
"2711",941,58.22,4.82,53.4,0,-0.58,-1,93,"SOROCABA",2022-06-08,10,2022-06-01,61,26,138,46,83,154,0,0
"2712",1004,35.1,5.7,29.4,0,-0.18,-0.95,65,"SOROCABA",2022-06-08,11,2022-06-08,69,27,167,50,93,134,0,1
"2713",1823,20.34,0.94,19.4,0,-0.58,-1,27,"SOROCABA",2022-06-12,8,2022-05-22,117,108,132,114,121,144,0,0
"2714",1886,23.62,3.02,20.6,0,-0.18,-0.95,43,"SOROCABA",2022-06-12,9,2022-05-29,119,93,165,109,132,162,0,1
"2715",1949,7.97,7.37,0,0.6,0.22,0.5,3,"SOROCABA",2022-06-12,10,2022-06-05,142,77,254,115,171,139,1,1
"2716",2012,13.41,11.61,0,1.8,0.22,0.5,9,"SOROCABA",2022-06-12,11,2022-06-12,161,66,347,120,208,152,1,1
"2717",563,51.63,1.43,50.2,0,-0.58,-1,61,"SOROCABA",2022-07-06,8,2022-06-15,110,98,131,105,116,171,0,0
"2718",626,32.16,2.76,29.4,0,-0.58,-1,51,"SOROCABA",2022-07-06,9,2022-06-22,86,63,129,76,97,137,0,0
"2719",689,57.74,4.34,53.4,0,-0.58,-1,89,"SOROCABA",2022-07-06,10,2022-06-29,56,23,127,41,74,145,0,0
"2720",752,44.91,5.11,39.8,0,-0.18,-0.95,81,"SOROCABA",2022-07-06,11,2022-07-06,42,9,150,27,64,123,0,1
"2721",2327,5.12,2.12,3,0,-0.18,-0.95,11,"SOROCABA",2022-07-20,8,2022-06-29,134,116,168,127,143,145,0,1
"2722",2390,17.65,3.45,14.2,0,-0.18,-0.95,33,"SOROCABA",2022-07-20,9,2022-07-06,90,60,145,78,104,123,0,1
"2723",2453,11.39,5.59,5.8,0,-0.18,-0.95,25,"SOROCABA",2022-07-20,10,2022-07-13,67,25,164,48,90,92,0,1
"2724",2516,12.66,6.86,5.8,0,0.22,-0.5,29,"SOROCABA",2022-07-20,11,2022-07-20,55,13,179,33,85,84,1,1
"2725",1319,1.48,1.28,0.2,0,0.22,-0.5,1,"SOROCABA",2022-08-10,8,2022-07-20,83,73,101,79,89,84,1,1
"2726",1382,5.09,2.09,3,0,-0.18,-0.95,11,"SOROCABA",2022-08-10,9,2022-07-27,57,40,89,50,66,68,0,1
"2727",1445,16.93,3.33,13.6,0,-0.18,-0.95,32,"SOROCABA",2022-08-10,10,2022-08-03,40,16,99,29,54,72,0,1
"2728",1508,31.78,3.78,28,0,-0.18,-0.95,58,"SOROCABA",2022-08-10,11,2022-08-10,35,10,108,24,52,93,0,1
"2729",2579,12.51,0.91,0,11.6,-0.58,1,16,"SOROCABA",2022-08-24,8,2022-08-03,88,80,101,85,92,72,0,0
"2730",2642,17.76,1.96,15.8,0,-0.58,-1,31,"SOROCABA",2022-08-24,9,2022-08-10,62,46,92,55,70,93,0,0
"2731",2705,13,3.8,9.2,0,-0.18,-0.95,26,"SOROCABA",2022-08-24,10,2022-08-17,47,19,109,34,63,73,0,1
"2732",2768,7.21,4.81,2.4,0,0.22,-0.5,12,"SOROCABA",2022-08-24,11,2022-08-24,45,14,135,30,66,57,1,1
"2733",311,4.3,0.5,3.8,0,-0.58,-1,7,"SOROCABA",2022-11-05,8,2022-10-15,29,25,35,27,31,36,0,0
"2734",374,3.9,0.9,0,3,-0.18,0.95,7,"SOROCABA",2022-11-05,9,2022-10-22,29,22,42,26,33,22,0,1
"2735",437,9.24,1.44,7.8,0,-0.18,-0.95,17,"SOROCABA",2022-11-05,10,2022-10-29,27,13,47,22,33,44,0,1
"2736",500,21.79,1.59,20.2,0,-0.58,-1,33,"SOROCABA",2022-11-05,11,2022-11-05,24,10,49,19,31,57,0,0
"2737",1571,3.03,1.03,2,0,-0.18,-0.95,6,"SOROCABA",2022-12-10,8,2022-11-19,90,81,104,86,94,96,0,1
"2738",1634,5.24,2.24,3,0,-0.18,-0.95,11,"SOROCABA",2022-12-10,9,2022-11-26,75,55,109,67,84,86,0,1
"2739",1697,10.44,5.24,5.2,0,-0.18,-0.95,24,"SOROCABA",2022-12-10,10,2022-12-03,82,40,164,65,105,106,0,1
"2740",1760,10.92,8.72,2.2,0,0.22,-0.5,11,"SOROCABA",2022-12-10,11,2022-12-10,81,26,248,55,120,92,1,1
"2741",2831,0.67,0.67,0,0,0.42,0,0,"SOROCABA",2023-01-28,8,2023-01-07,39,33,50,37,42,39,1,1
"2742",2894,2.44,1.44,0,1,0.22,0.5,5,"SOROCABA",2023-01-28,9,2023-01-14,46,34,68,41,52,41,1,1
"2743",2957,5.16,2.76,0,2.4,-0.18,0.95,10,"SOROCABA",2023-01-28,10,2023-01-21,47,24,90,38,59,37,0,1
"2744",3020,5.15,4.55,0,0.6,0.22,0.5,3,"SOROCABA",2023-01-28,11,2023-01-28,43,14,119,30,65,40,1,1
"2745",2075,0.86,0.66,0,0.2,0.22,0.5,1,"SOROCABA",2023-02-18,8,2023-01-29,53,46,62,50,55,52,1,1
"2746",2138,2.18,1.78,0.4,0,0.22,-0.5,2,"SOROCABA",2023-02-18,9,2023-02-05,86,72,110,80,94,88,1,1
"2747",2201,8,4.8,3.2,0,0.22,-0.5,16,"SOROCABA",2023-02-18,10,2023-02-12,74,35,145,57,94,90,1,1
"2748",2264,9.75,8.55,0,1.2,0.22,0.5,6,"SOROCABA",2023-02-18,11,2023-02-19,91,34,239,64,129,85,1,1
"2749",1067,1.18,0.78,0.4,0,0.22,-0.5,2,"SOROCABA",2023-03-10,8,2023-02-18,78,70,88,75,81,80,1,1
"2750",1130,12.67,1.67,11,0,-0.18,-0.95,23,"SOROCABA",2023-03-10,9,2023-02-25,54,40,77,48,61,77,0,1
"2751",1193,9.65,3.25,6.4,0,-0.18,-0.95,20,"SOROCABA",2023-03-10,10,2023-03-04,49,23,98,38,63,69,0,1
"2752",1256,23.24,4.64,18.6,0,-0.18,-0.95,45,"SOROCABA",2023-03-10,11,2023-03-11,41,11,125,27,62,86,0,1
"2753",3083,8.84,0.64,8.2,0,-0.58,-1,13,"SOROCABA",2023-04-28,8,2023-04-07,31,26,40,29,34,44,0,0
"2754",3146,19.03,1.03,18,0,-0.58,-1,26,"SOROCABA",2023-04-28,9,2023-04-14,26,18,41,23,31,52,0,0
"2755",3209,15.05,1.65,13.4,0,-0.18,-0.95,27,"SOROCABA",2023-04-28,10,2023-04-21,24,11,56,19,31,51,0,1
"2756",3272,28.22,2.02,26.2,0,-0.58,-1,45,"SOROCABA",2023-04-28,11,2023-04-28,19,5,57,13,28,64,0,0
"2757",16,1.34,0.14,0,1.2,-0.58,1,2,"SUL-BARRETOS",2022-05-04,8,2022-04-13,7,6,10,6,7,5,0,0
"2758",79,1.65,0.25,1.4,0,-0.18,-0.95,3,"SUL-BARRETOS",2022-05-04,9,2022-04-20,3,2,7,2,4,6,0,1
"2759",142,0.58,0.38,0,0.2,0.22,0.5,1,"SUL-BARRETOS",2022-05-04,10,2022-04-27,2,0,8,1,4,1,1,1
"2760",205,0.6,0.4,0,0.2,0.22,0.5,1,"SUL-BARRETOS",2022-05-04,11,2022-05-04,3,0,10,1,4,2,1,1
"2761",772,2.59,0.39,0,2.2,-0.58,1,3,"SUL-BARRETOS",2022-06-08,8,2022-05-18,9,8,17,8,11,6,0,0
"2762",835,2.03,0.43,1.6,0,-0.18,-0.95,4,"SUL-BARRETOS",2022-06-08,9,2022-05-25,6,4,17,5,8,10,0,1
"2763",898,0.92,0.72,0.2,0,0.22,-0.5,1,"SUL-BARRETOS",2022-06-08,10,2022-06-01,6,1,23,4,9,7,1,1
"2764",961,2.3,1.1,0,1.2,-0.18,0.95,4,"SUL-BARRETOS",2022-06-08,11,2022-06-08,9,2,32,6,14,5,0,1
"2765",1780,0.63,0.43,0,0.2,0.22,0.5,1,"SUL-BARRETOS",2022-06-12,8,2022-05-22,10,8,21,9,12,9,1,1
"2766",1843,1.69,0.69,0,1,-0.18,0.95,3,"SUL-BARRETOS",2022-06-12,9,2022-05-29,10,6,25,8,13,7,0,1
"2767",1906,7.02,1.22,0,5.8,-0.58,1,11,"SUL-BARRETOS",2022-06-12,10,2022-06-05,18,9,41,14,23,7,0,0
"2768",1969,10.38,2.18,0,8.2,-0.58,1,17,"SUL-BARRETOS",2022-06-12,11,2022-06-12,21,6,64,14,30,4,0,0
"2769",520,0.94,0.14,0.8,0,-0.18,-0.95,2,"SUL-BARRETOS",2022-07-06,8,2022-06-15,3,3,7,3,4,5,0,1
"2770",583,0.34,0.14,0.2,0,0.22,-0.5,1,"SUL-BARRETOS",2022-07-06,9,2022-06-22,1,1,5,1,2,2,1,1
"2771",646,2.26,0.26,2,0,-0.18,-0.95,4,"SUL-BARRETOS",2022-07-06,10,2022-06-29,1,0,6,0,2,5,0,1
"2772",709,2.89,0.29,2.6,0,-0.18,-0.95,5,"SUL-BARRETOS",2022-07-06,11,2022-07-06,1,0,9,0,2,6,0,1
"2773",2284,0.33,0.13,0.2,0,0.22,-0.5,1,"SUL-BARRETOS",2022-07-20,8,2022-06-29,4,4,7,4,5,5,1,1
"2774",2347,2.94,0.14,2.8,0,-0.58,-1,4,"SUL-BARRETOS",2022-07-20,9,2022-07-06,2,1,5,1,2,6,0,0
"2775",2410,2.28,0.28,2,0,-0.18,-0.95,4,"SUL-BARRETOS",2022-07-20,10,2022-07-13,3,1,9,2,4,7,0,1
